canon_key,phrase_norm,freq,row_id
nominative,nominative,15,900
notable features,notable features,15,901
platform,platform,15,902
prevalent,prevalent,15,903
rugged,rugged,15,904
sacred,sacred,15,905
scarlet,scarlet,15,906
simultaneous,simultaneous,15,907
soft tissue,soft tissue,15,908
sophisticated,sophisticated,15,909
streamlined,streamlined,15,910
structural features,structural features,15,911
synoptic,synoptic,15,912
tear,tear,15,913
thrust,thrust,15,914
ubiquitous,ubiquitous,15,915
unused,unused,15,916
valuable,valuable,15,917
various features,various features,15,918
vital,vital,15,919
whale,whale,15,920
white marble,white marble,15,921
3rd,3rd,14,922
aerial,aerial,14,923
another important feature,another important feature,14,924
anterior,anterior,14,925
buddhist,buddhist,14,926
catchment,catchment,14,927
computational,computational,14,928
concise,concise,14,929
dangerous,dangerous,14,930
different features,different features,14,931
endothelial,endothelial,14,932
extracellular,extracellular,14,933
failure,failure,14,934
faint,faint,14,935
fat,fat,14,936
gastrointestinal,gastrointestinal,14,937
grand,grand,14,938
healthy,healthy,14,939
heterogeneous,heterogeneous,14,940
igneous,igneous,14,941
incompatible,incompatible,14,942
incomplete,incomplete,14,943
inflammatory,inflammatory,14,944
intermittent,intermittent,14,945
large numbers,large numbers,14,946
large stones,large stones,14,947
long time,long time,14,948
main features,main features,14,949
malicious,malicious,14,950
many types,many types,14,951
martian,martian,14,952
moderate,moderate,14,953
muscular,muscular,14,954
nan,nan,14,955
nasal,nasal,14,956
nitric,nitric,14,957
not allow,not allow,14,958
not present,not present,14,959
obvious,obvious,14,960
other metals,other metals,14,961
personal computers,personal computers,14,962
preliminary,preliminary,14,963
pulse,pulse,14,964
reminiscent,reminiscent,14,965
rolling,rolling,14,966
rotational,rotational,14,967
selective,selective,14,968
skeletal,skeletal,14,969
slavic,slavic,14,970
specialised,specialised,14,971
specified,specified,14,972
symmetrical,symmetrical,14,973
targeted,targeted,14,974
topographical,topographical,14,975
transitional,transitional,14,976
typical features,typical features,14,977
unusual features,unusual features,14,978
upright,upright,14,979
versatile,versatile,14,980
worsted,worsted,14,981
10th,10th,13,982
4th,4th,13,983
abrupt,abrupt,13,984
airborne,airborne,13,985
analytical,analytical,13,986
another unique feature,another unique feature,13,987
arterial,arterial,13,988
bend,bend,13,989
bent,bent,13,990
biochemical,biochemical,13,991
bold,bold,13,992
catenary,catenary,13,993
coarse,coarse,13,994
communist,communist,13,995
embryonic,embryonic,13,996
enlarged,enlarged,13,997
external links,external links,13,998
familiar,familiar,13,999
flint,flint,13,1000
friendly,friendly,13,1001
galvanic,galvanic,13,1002
geologic,geologic,13,1003
identifiable,identifiable,13,1004
inland,inland,13,1005
intense,intense,13,1006
interstellar,interstellar,13,1007
ionic,ionic,13,1008
microscopic,microscopic,13,1009
mobile devices,mobile devices,13,1010
monthly,monthly,13,1011
multiple layers,multiple layers,13,1012
mythological figures,mythological figures,13,1013
natural features,natural features,13,1014
natural rubber,natural rubber,13,1015
not an,not an,13,1016
not possible,not possible,13,1017
numeric,numeric,13,1018
oatmeal,oatmeal,13,1019
ongoing,ongoing,13,1020
other notable features,other notable features,13,1021
outdoor,outdoor,13,1022
outside,outside,13,1023
polish,polish,13,1024
polished,polished,13,1025
preferred,preferred,13,1026
reactive,reactive,13,1027
recognizable,recognizable,13,1028
refractory,refractory,13,1029
several lecture rooms,several lecture rooms,13,1030
solar panels,solar panels,13,1031
specific features,specific features,13,1032
spontaneous,spontaneous,13,1033
standard equipment,standard equipment,13,1034
statutory,statutory,13,1035
sturdy,sturdy,13,1036
supportive,supportive,13,1037
various species,various species,13,1038
vegetal,vegetal,13,1039
vulnerable,vulnerable,13,1040
weekly,weekly,13,1041
worth,worth,13,1042
9th,9th,12,1043
acidic,acidic,12,1044
aged,aged,12,1045
allowable,allowable,12,1046
aryan,aryan,12,1047
autonomous,autonomous,12,1048
axial,axial,12,1049
baked,baked,12,1050
barbed,barbed,12,1051
bilateral,bilateral,12,1052
biomedical,biomedical,12,1053
blank,blank,12,1054
blunt,blunt,12,1055
cerebral,cerebral,12,1056
conceptual,conceptual,12,1057
decimal,decimal,12,1058
defensive,defensive,12,1059
derivational,derivational,12,1060
descriptive,descriptive,12,1061
detachable,detachable,12,1062
dietary,dietary,12,1063
empty,empty,12,1064
ergative,ergative,12,1065
executable code,executable code,12,1066
explosive,explosive,12,1067
fault,faults,12,1068
faulty,faulty,12,1069
fibrous,fibrous,12,1070
fluorocarbon,fluorocarbon,12,1071
foam,foam,12,1072
fried,fried,12,1073
glandular,glandular,12,1074
handed,handed,12,1075
hard surfaces,hard surfaces,12,1076
harmonic,harmonic,12,1077
hydrographic,hydrographic,12,1078
imperial,imperial,12,1079
inferior,inferior,12,1080
intact,intact,12,1081
karst,karst,12,1082
large amounts,large amounts,12,1083
legitimate,legitimate,12,1084
live entertainment,live entertainment,12,1085
local leaders,local leaders,12,1086
longtime,longtime,12,1087
many species,many species,12,1088
many styles,many styles,12,1089
material,material,12,1090
mineral,mineral,12,1091
not cause,not cause,12,1092
not contain,not contain,12,1093
